addr	how	frozen	evidence
005ea9b0	table	Script_SetInventoryPortraitTexture	binding "SetInventoryPortraitTexture" in s_ScriptFunctions ~ table 00ad1270
005eaaf0	table	Script_GetGuildInfo	binding "GetGuildInfo" in s_ScriptFunctions ~ table 00ad1270
005eac10	table	Script_OffhandHasWeapon	binding "OffhandHasWeapon" in s_ScriptFunctions ~ table 00ad1270
005eaca0	table	Script_GetWeaponEnchantInfo	binding "GetWeaponEnchantInfo" in s_ScriptFunctions ~ table 00ad1270
005eae90	table	Script_HasWandEquipped	binding "HasWandEquipped" in s_ScriptFunctions ~ table 00ad1270
005ec9a0	annotated	CGCooldown_SetReverse	tag in src/ui/game/CGCooldownScript.cpp
005ec9f0	annotated	CGCooldown_GetReverse	tag in src/ui/game/CGCooldownScript.cpp
005eca30	annotated	CGCooldown_SetDrawEdge	tag in src/ui/game/CGCooldownScript.cpp
005eca80	annotated	CGCooldown_GetDrawEdge	tag in src/ui/game/CGCooldownScript.cpp
005ece80	table	CGCooldown_SetCooldown	binding "SetCooldown" in CGCooldownMethods ~ table 00ad13a4
005ef490	string	ActionTypeName	score 0.73 shared equipmentset; macro; spell
005f4910	string	CGGameUI::Initialize	score 0.50 shared Interface\FrameXML\FrameXML.toc
005f7630	callorder	AddOnIsLoaded	same slot between linked calls in 00511b30=Script_IsAddOnLoaded
005f96f0	annotated	CInputControl::SetWowMouseEnabled	tag in src/ui/InputControl.cpp
005f9c80	annotated	JoystickCallback	tag in src/ui/InputControl.cpp
005f9e10	order	Script_Stub_VehicleAimGetAngle	binding table name Script_Stub_VehicleAimGetAngle, in definition order in src/ui/game/miscscriptstubs.cpp
005f9e60	order	Script_Stub_VehicleAimGetNormAngle	binding table name Script_Stub_VehicleAimGetNormAngle, in definition order in src/ui/game/miscscriptstubs.cpp
005fa9b0	annotated	EnableWowMouseCallback	tag in src/ui/InputControl.cpp
005fb770	order	Script_Stub_VehicleAimIncrement	binding table name Script_Stub_VehicleAimIncrement, in definition order in src/ui/game/miscscriptstubs.cpp
005fb820	order	Script_Stub_VehicleAimRequestAngle	binding table name Script_Stub_VehicleAimRequestAngle, in definition order in src/ui/game/miscscriptstubs.cpp
005fb8c0	order	Script_Stub_VehicleAimRequestNormAngle	binding table name Script_Stub_VehicleAimRequestNormAngle, in definition order in src/ui/game/miscscriptstubs.cpp
005fd1d0	annotated	CInputControl::CInputControl	tag in src/ui/InputControl.cpp
005fd2c0	annotated	InputControlInitialize	tag in src/ui/InputControl.cpp
005fd630	annotated	ValidateCameraView	tag in src/ui/game/CGCamera.cpp
005fd680	annotated	ValidateCameraDistance	tag in src/ui/game/CGCamera.cpp
005fd6d0	annotated	ValidateCameraPitch	tag in src/ui/game/CGCamera.cpp
005fd750	annotated	ValidateCameraTime	tag in src/ui/game/CGCamera.cpp
005fd7b0	annotated	ValidateCameraYaw	tag in src/ui/game/CGCamera.cpp
005fd800	annotated	ValidateCameraAngleSpeed	tag in src/ui/game/CGCamera.cpp
005fd860	annotated	ValidateCameraSpeed	tag in src/ui/game/CGCamera.cpp
005fd8c0	annotated	ValidateCameraSmoothStyle	tag in src/ui/game/CGCamera.cpp
005fd910	annotated	CameraRegisterCVars	tag in src/ui/game/CGCamera.cpp
006018a0	order	Script_Stub_VehicleCameraZoomIn	binding table name Script_Stub_VehicleCameraZoomIn, in definition order in src/ui/game/miscscriptstubs.cpp
006018b0	order	Script_Stub_VehicleCameraZoomOut	binding table name Script_Stub_VehicleCameraZoomOut, in definition order in src/ui/game/miscscriptstubs.cpp
006081f0	table	Script_GetTime	binding "GetTime" in s_SystemFunctions ~ table 00ad2184
00608230	table	Script_GetGameTime	binding "GetGameTime" in s_SystemFunctions ~ table 00ad2184
00608270	table	Script_ConsoleExec	binding "ConsoleExec" in s_SystemFunctions ~ table 00ad2184
006082c0	table	Script_GetMaxCombatRatingBonus	binding "GetMaxCombatRatingBonus" in s_UnitFunctions ~ table 00ad21d8
00608560	annotated	Script_GetWaterDetail	tag in src/ui/game/GameScript.cpp
00608580	table	Script_CanSwitchVehicleSeat	binding "CanSwitchVehicleSeat" in s_UnitFunctions ~ table 00ad21d8
00608690	table	Script_GetItemStats	binding "GetItemStats" in s_UnitFunctions ~ table 00ad21d8
00608760	table	Script_GetItemStatDelta	binding "GetItemStatDelta" in s_UnitFunctions ~ table 00ad21d8
00608880	string	ScriptEventsInitialize	unique "ACHIEVEMENT_EARNED"
0060a450	table	Script_IsLoggedIn	binding "IsLoggedIn" in s_UnitFunctions ~ table 00ad21d8
0060a490	table	Script_GetPlayerFacing	binding "GetPlayerFacing" in s_UnitFunctions ~ table 00ad21d8
0060a510	table	Script_FillLocalizedClassList	binding "FillLocalizedClassList" in s_UnitFunctions ~ table 00ad21d8
0060a630	annotated	Script_GetGUIDFromString	tag in src/ui/game/ScriptUtil.cpp
0060aaa0	annotated	ParseTrailingTokens	tag in src/ui/game/ScriptUtil.cpp
0060abf0	annotated	Script_GetTokenFromGUID	tag in src/ui/game/ScriptUtil.cpp
0060c1c0	override	TooltipThis	
0060c1f0	override	Script_GetUnitFromName	
0060c2a0	table	Script_UnitExists	binding "UnitExists" in s_UnitFunctions ~ table 00ad21d8
0060c350	table	Script_UnitIsVisible	binding "UnitIsVisible" in s_UnitFunctions ~ table 00ad21d8
0060c3d0	table	Script_UnitIsUnit	binding "UnitIsUnit" in s_UnitFunctions ~ table 00ad21d8
0060c4b0	table	Script_UnitIsPlayer	binding "UnitIsPlayer" in s_UnitFunctions ~ table 00ad21d8
0060c550	table	Script_UnitIsInMyGuild	binding "UnitIsInMyGuild" in s_UnitFunctions ~ table 00ad21d8
0060c6f0	table	Script_UnitIsCorpse	binding "UnitIsCorpse" in s_UnitFunctions ~ table 00ad21d8
0060c770	table	Script_UnitIsPartyLeader	binding "UnitIsPartyLeader" in s_UnitFunctions ~ table 00ad21d8
0060c810	table	Script_UnitGroupRolesAssigned	binding "UnitGroupRolesAssigned" in s_UnitFunctions ~ table 00ad21d8
0060c8a0	table	Script_UnitIsRaidOfficer	binding "UnitIsRaidOfficer" in s_UnitFunctions ~ table 00ad21d8
0060c920	table	Script_UnitInParty	binding "UnitInParty" in s_UnitFunctions ~ table 00ad21d8
0060c9a0	annotated	Script_UnitPlayerOrPetInParty	tag in src/ui/game/ScriptEvents.cpp
0060ca20	table	Script_UnitInRaid	binding "UnitInRaid" in s_UnitFunctions ~ table 00ad21d8
0060caa0	table	Script_UnitInBattleground	binding "UnitInBattleground" in s_UnitFunctions ~ table 00ad21d8
0060cb20	annotated	Script_UnitPlayerOrPetInRaid	tag in src/ui/game/ScriptEvents.cpp
0060cba0	table	Script_UnitPlayerControlled	binding "UnitPlayerControlled" in s_UnitFunctions ~ table 00ad21d8
0060cc30	table	Script_UnitIsAFK	binding "UnitIsAFK" in s_UnitFunctions ~ table 00ad21d8
0060cd50	table	Script_UnitIsDND	binding "UnitIsDND" in s_UnitFunctions ~ table 00ad21d8
0060ce20	table	Script_UnitIsPVP	binding "UnitIsPVP" in s_UnitFunctions ~ table 00ad21d8
0060cf20	annotated	Script_UnitIsPVPSanctuary	tag in src/ui/game/ScriptEvents.cpp
0060cfb0	table	Script_UnitIsPVPFreeForAll	binding "UnitIsPVPFreeForAll" in s_UnitFunctions ~ table 00ad21d8
0060d0a0	table	Script_UnitFactionGroup	binding "UnitFactionGroup" in s_UnitFunctions ~ table 00ad21d8
0060d280	annotated	Script_UnitReaction	tag in src/ui/game/ScriptEvents.cpp
0060d330	annotated	Script_UnitIsEnemy	tag in src/ui/game/ScriptEvents.cpp
0060d3d0	annotated	Script_UnitIsFriend	tag in src/ui/game/ScriptEvents.cpp
0060d530	table	Script_UnitCanCooperate	binding "UnitCanCooperate" in s_UnitFunctions ~ table 00ad21d8
0060d690	table	Script_UnitCanAssist	binding "UnitCanAssist" in s_UnitFunctions ~ table 00ad21d8
0060d730	table	Script_UnitCanAttack	binding "UnitCanAttack" in s_UnitFunctions ~ table 00ad21d8
0060d7d0	table	Script_UnitIsCharmed	binding "UnitIsCharmed" in s_UnitFunctions ~ table 00ad21d8
0060d860	table	Script_UnitIsPossessed	binding "UnitIsPossessed" in s_UnitFunctions ~ table 00ad21d8
0060d8f0	table	Script_PlayerCanTeleport	binding "PlayerCanTeleport" in s_UnitFunctions ~ table 00ad21d8
0060d970	annotated	Script_UnitClassification	tag in src/ui/game/ScriptEvents.cpp
0060da00	table	Script_UnitSelectionColor	binding "UnitSelectionColor" in s_UnitFunctions ~ table 00ad21d8
0060db20	table	Script_IsInGuild	binding "IsInGuild" in s_UnitFunctions ~ table 00ad21d8
0060db80	table	Script_IsGuildLeader	binding "IsGuildLeader" in s_UnitFunctions ~ table 00ad21d8
0060dbf0	table	Script_IsInArenaTeam	binding "IsInArenaTeam" in s_UnitFunctions ~ table 00ad21d8
0060dc70	table	Script_IsArenaTeamCaptain	binding "IsArenaTeamCaptain" in s_UnitFunctions ~ table 00ad21d8
0060dd40	table	Script_IsResting	binding "IsResting" in s_UnitFunctions ~ table 00ad21d8
0060ddb0	table	Script_GetCombatRating	binding "GetCombatRating" in s_UnitFunctions ~ table 00ad21d8
0060de70	table	Script_GetCombatRatingBonus	binding "GetCombatRatingBonus" in s_UnitFunctions ~ table 00ad21d8
0060df30	annotated	Script_GetDodgeChance	tag in src/ui/game/ScriptEvents.cpp
0060df90	annotated	Script_GetBlockChance	tag in src/ui/game/ScriptEvents.cpp
0060dff0	table	Script_GetShieldBlock	binding "GetShieldBlock" in s_UnitFunctions ~ table 00ad21d8
0060e070	annotated	Script_GetParryChance	tag in src/ui/game/ScriptEvents.cpp
0060e0d0	annotated	Script_GetCritChance	tag in src/ui/game/ScriptEvents.cpp
0060e130	table	Script_GetCritChanceFromAgility	binding "GetCritChanceFromAgility" in s_UnitFunctions ~ table 00ad21d8
0060e1b0	table	Script_GetSpellCritChanceFromIntellect	binding "GetSpellCritChanceFromIntellect" in s_UnitFunctions ~ table 00ad21d8
0060e230	annotated	Script_GetRangedCritChance	tag in src/ui/game/ScriptEvents.cpp
0060e290	annotated	Script_GetSpellCritChance	tag in src/ui/game/ScriptEvents.cpp
0060e310	annotated	Script_GetSpellBonusDamage	tag in src/ui/game/ScriptEvents.cpp
0060e3b0	annotated	Script_GetSpellBonusHealing	tag in src/ui/game/ScriptEvents.cpp
0060e410	table	Script_GetPetSpellBonusDamage	binding "GetPetSpellBonusDamage" in s_UnitFunctions ~ table 00ad21d8
0060e470	annotated	Script_GetSpellPenetration	tag in src/ui/game/ScriptEvents.cpp
0060e4e0	table	Script_GetArmorPenetration	binding "GetArmorPenetration" in s_UnitFunctions ~ table 00ad21d8
0060e560	table	Script_GetAttackPowerForStat	binding "GetAttackPowerForStat" in s_UnitFunctions ~ table 00ad21d8
0060e630	table	Script_UnitGUID	binding "UnitGUID" in s_UnitFunctions ~ table 00ad21d8
0060e740	annotated	Script_UnitName	tag in src/ui/game/ScriptEvents.cpp
0060e9a0	table	Script_UnitPVPName	binding "UnitPVPName" in s_UnitFunctions ~ table 00ad21d8
0060ea60	table	Script_UnitXP	binding "UnitXP" in s_UnitFunctions ~ table 00ad21d8
0060eae0	table	Script_UnitXPMax	binding "UnitXPMax" in s_UnitFunctions ~ table 00ad21d8
0060eb60	table	Script_UnitHealth	binding "UnitHealth" in s_UnitFunctions ~ table 00ad21d8
0060ec60	table	Script_UnitHealthMax	binding "UnitHealthMax" in s_UnitFunctions ~ table 00ad21d8
0060ed40	annotated	Script_UnitPower	tag in src/ui/game/ScriptEvents.cpp
0060ef40	annotated	Script_UnitPowerMax	tag in src/ui/game/ScriptEvents.cpp
0060f100	annotated	Script_UnitPowerType	tag in src/ui/game/ScriptEvents.cpp
0060f350	annotated	Script_UnitOnTaxi	tag in src/ui/game/ScriptEvents.cpp
0060f3d0	annotated	Script_UnitIsFeignDeath	tag in src/ui/game/ScriptEvents.cpp
0060f480	table	Script_UnitIsDead	binding "UnitIsDead" in s_UnitFunctions ~ table 00ad21d8
0060f580	table	Script_UnitIsGhost	binding "UnitIsGhost" in s_UnitFunctions ~ table 00ad21d8
0060f680	table	Script_UnitIsDeadOrGhost	binding "UnitIsDeadOrGhost" in s_UnitFunctions ~ table 00ad21d8
0060f790	table	Script_UnitIsConnected	binding "UnitIsConnected" in s_UnitFunctions ~ table 00ad21d8
0060f860	table	Script_UnitAffectingCombat	binding "UnitAffectingCombat" in s_UnitFunctions ~ table 00ad21d8
0060f8e0	annotated	Script_UnitSex	tag in src/ui/game/ScriptEvents.cpp
0060f9e0	annotated	Script_UnitLevel	tag in src/ui/game/ScriptEvents.cpp
0060fba0	table	Script_GetMoney	binding "GetMoney" in s_UnitFunctions ~ table 00ad21d8
0060fc40	table	Script_GetHonorCurrency	binding "GetHonorCurrency" in s_UnitFunctions ~ table 00ad21d8
0060fcc0	table	Script_GetArenaCurrency	binding "GetArenaCurrency" in s_UnitFunctions ~ table 00ad21d8
0060fd40	annotated	Script_UnitRace	tag in src/ui/game/ScriptEvents.cpp
0060fec0	annotated	Script_UnitClass	tag in src/ui/game/ScriptEvents.cpp
00610040	annotated	Script_UnitClassBase	tag in src/ui/game/ScriptEvents.cpp
006101a0	annotated	Script_UnitResistance	tag in src/ui/game/ScriptEvents.cpp
00610300	annotated	Script_UnitStat	tag in src/ui/game/ScriptEvents.cpp
00610450	table	Script_UnitAttackBothHands	binding "UnitAttackBothHands" in s_UnitFunctions ~ table 00ad21d8
00610550	override	Script_UnitRangedDamage	
006107d0	table	Script_UnitRangedAttack	binding "UnitRangedAttack" in s_UnitFunctions ~ table 00ad21d8
00610860	annotated	Script_UnitDamage	tag in src/ui/game/ScriptEvents.cpp
00610a00	override	Script_UnitAttackSpeed	
00610b60	annotated	Script_UnitAttackPower	tag in src/ui/game/ScriptEvents.cpp
00610ca0	annotated	Script_UnitRangedAttackPower	tag in src/ui/game/ScriptEvents.cpp
00610de0	table	Script_UnitDefense	binding "UnitDefense" in s_UnitFunctions ~ table 00ad21d8
00610ec0	annotated	Script_UnitArmor	tag in src/ui/game/ScriptEvents.cpp
00610fb0	annotated	Script_UnitCharacterPoints	tag in src/ui/game/ScriptEvents.cpp
00611130	table	Script_UnitIsTapped	binding "UnitIsTapped" in s_UnitFunctions ~ table 00ad21d8
006111b0	table	Script_UnitIsTappedByPlayer	binding "UnitIsTappedByPlayer" in s_UnitFunctions ~ table 00ad21d8
00611230	table	Script_UnitIsTappedByAllThreatList	binding "UnitIsTappedByAllThreatList" in s_UnitFunctions ~ table 00ad21d8
006112b0	table	Script_UnitIsTrivial	binding "UnitIsTrivial" in s_UnitFunctions ~ table 00ad21d8
00611330	annotated	Script_UnitHasRelicSlot	tag in src/ui/game/ScriptEvents.cpp
006113e0	table	Script_SetPortraitTexture	binding "SetPortraitTexture" in s_UnitFunctions ~ table 00ad21d8
00611600	table	Script_HasFullControl	binding "HasFullControl" in s_UnitFunctions ~ table 00ad21d8
00611670	table	Script_GetComboPoints	binding "GetComboPoints" in s_UnitFunctions ~ table 00ad21d8
00611780	annotated	Script_UnitCreatureType	tag in src/ui/game/ScriptEvents.cpp
00611820	annotated	Script_UnitCreatureFamily	tag in src/ui/game/ScriptEvents.cpp
006118c0	table	Script_GetResSicknessDuration	binding "GetResSicknessDuration" in s_UnitFunctions ~ table 00ad21d8
00611a20	table	Script_GetPVPSessionStats	binding "GetPVPSessionStats" in s_UnitFunctions ~ table 00ad21d8
00611ad0	table	Script_GetPVPYesterdayStats	binding "GetPVPYesterdayStats" in s_UnitFunctions ~ table 00ad21d8
00611b80	table	Script_GetPVPLifetimeStats	binding "GetPVPLifetimeStats" in s_UnitFunctions ~ table 00ad21d8
00611c40	table	Script_UnitPVPRank	binding "UnitPVPRank" in s_UnitFunctions ~ table 00ad21d8
00611cb0	table	Script_GetPVPRankInfo	binding "GetPVPRankInfo" in s_UnitFunctions ~ table 00ad21d8
00611df0	table	Script_UnitCastingInfo	binding "UnitCastingInfo" in s_UnitFunctions ~ table 00ad21d8
00612090	table	Script_UnitChannelInfo	binding "UnitChannelInfo" in s_UnitFunctions ~ table 00ad21d8
00612260	table	Script_IsFlyableArea	binding "IsFlyableArea" in s_UnitFunctions ~ table 00ad21d8
00612300	annotated	Script_IsIndoors	tag in src/ui/game/ScriptEvents.cpp
00612360	annotated	Script_IsOutdoors	tag in src/ui/game/ScriptEvents.cpp
006123c0	table	Script_IsOutOfBounds	binding "IsOutOfBounds" in s_UnitFunctions ~ table 00ad21d8
00612430	table	Script_IsFalling	binding "IsFalling" in s_UnitFunctions ~ table 00ad21d8
006124a0	table	Script_IsSwimming	binding "IsSwimming" in s_UnitFunctions ~ table 00ad21d8
00612500	table	Script_IsFlying	binding "IsFlying" in s_UnitFunctions ~ table 00ad21d8
006125a0	table	Script_IsMounted	binding "IsMounted" in s_UnitFunctions ~ table 00ad21d8
00612610	annotated	Script_IsStealthed	tag in src/ui/game/ScriptEvents.cpp
00612670	table	Script_UnitIsSameServer	binding "UnitIsSameServer" in s_UnitFunctions ~ table 00ad21d8
006127f0	table	Script_GetUnitHealthModifier	binding "GetUnitHealthModifier" in s_UnitFunctions ~ table 00ad21d8
00612870	table	Script_GetUnitMaxHealthModifier	binding "GetUnitMaxHealthModifier" in s_UnitFunctions ~ table 00ad21d8
00612900	table	Script_GetUnitPowerModifier	binding "GetUnitPowerModifier" in s_UnitFunctions ~ table 00ad21d8
00612980	table	Script_GetUnitHealthRegenRateFromSpirit	binding "GetUnitHealthRegenRateFromSpirit" in s_UnitFunctions ~ table 00ad21d8
00612a00	table	Script_GetUnitManaRegenRateFromSpirit	binding "GetUnitManaRegenRateFromSpirit" in s_UnitFunctions ~ table 00ad21d8
00612a90	table	Script_GetManaRegen	binding "GetManaRegen" in s_UnitFunctions ~ table 00ad21d8
00612b40	table	Script_GetPowerRegen	binding "GetPowerRegen" in s_UnitFunctions ~ table 00ad21d8
00612bf0	annotated	Script_GetExpertise	tag in src/ui/game/ScriptEvents.cpp
00612cb0	annotated	Script_GetExpertisePercent	tag in src/ui/game/ScriptEvents.cpp
00612d50	table	Script_ReportPlayerIsPVPAFK	binding "ReportPlayerIsPVPAFK" in s_UnitFunctions ~ table 00ad21d8
00612e20	table	Script_PlayerIsPVPInactive	binding "PlayerIsPVPInactive" in s_UnitFunctions ~ table 00ad21d8
00612f10	annotated	Script_UnitInRange	tag in src/ui/game/ScriptEvents.cpp
00613020	table	Script_GetRuneCooldown	binding "GetRuneCooldown" in s_UnitFunctions ~ table 00ad21d8
00613140	table	Script_GetRuneCount	binding "GetRuneCount" in s_UnitFunctions ~ table 00ad21d8
006131e0	table	Script_GetRuneType	binding "GetRuneType" in s_UnitFunctions ~ table 00ad21d8
00613290	table	Script_GetUnitSpeed	binding "GetUnitSpeed" in s_UnitFunctions ~ table 00ad21d8
00613330	table	Script_GetUnitPitch	binding "GetUnitPitch" in s_UnitFunctions ~ table 00ad21d8
006133d0	table	Script_UnitInVehicle	binding "UnitInVehicle" in s_UnitFunctions ~ table 00ad21d8
006134a0	table	Script_UnitUsingVehicle	binding "UnitUsingVehicle" in s_UnitFunctions ~ table 00ad21d8
00613570	table	Script_UnitControllingVehicle	binding "UnitControllingVehicle" in s_UnitFunctions ~ table 00ad21d8
00613700	table	Script_UnitInVehicleControlSeat	binding "UnitInVehicleControlSeat" in s_UnitFunctions ~ table 00ad21d8
00613740	table	Script_UnitHasVehicleUI	binding "UnitHasVehicleUI" in s_UnitFunctions ~ table 00ad21d8
00613780	table	Script_UnitTargetsVehicleInRaidUI	binding "UnitTargetsVehicleInRaidUI" in s_UnitFunctions ~ table 00ad21d8
006137d0	table	Script_UnitVehicleSkin	binding "UnitVehicleSkin" in s_UnitFunctions ~ table 00ad21d8
00613830	table	Script_UnitVehicleSeatCount	binding "UnitVehicleSeatCount" in s_UnitFunctions ~ table 00ad21d8
006138c0	table	Script_UnitVehicleSeatInfo	binding "UnitVehicleSeatInfo" in s_UnitFunctions ~ table 00ad21d8
006139b0	table	Script_UnitSwitchToVehicleSeat	binding "UnitSwitchToVehicleSeat" in s_UnitFunctions ~ table 00ad21d8
00613a60	table	Script_UnitThreatSituation	binding "UnitThreatSituation" in s_UnitFunctions ~ table 00ad21d8
00613b40	table	Script_UnitDetailedThreatSituation	binding "UnitDetailedThreatSituation" in s_UnitFunctions ~ table 00ad21d8
00613c90	table	Script_UnitIsControlling	binding "UnitIsControlling" in s_UnitFunctions ~ table 00ad21d8
00613d20	table	Script_CanEjectPassengerFromSeat	binding "CanEjectPassengerFromSeat" in s_UnitFunctions ~ table 00ad21d8
00613e10	table	Script_EjectPassengerFromSeat	binding "EjectPassengerFromSeat" in s_UnitFunctions ~ table 00ad21d8
00613ed0	table	Script_RespondInstanceLock	binding "RespondInstanceLock" in s_UnitFunctions ~ table 00ad21d8
00613f90	table	Script_GetPlayerInfoByGUID	binding "GetPlayerInfoByGUID" in s_UnitFunctions ~ table 00ad21d8
00614140	table	Script_IsXPUserDisabled	binding "IsXPUserDisabled" in s_UnitFunctions ~ table 00ad21d8
00614ca0	table	Script_UnitBuff	binding "UnitBuff" in s_UnitFunctions ~ table 00ad21d8
00614cf0	table	Script_UnitDebuff	binding "UnitDebuff" in s_UnitFunctions ~ table 00ad21d8
00614d40	table	Script_UnitAura	binding "UnitAura" in s_UnitFunctions ~ table 00ad21d8
00614e60	table	Script_GetVehicleUIIndicator	binding "GetVehicleUIIndicator" in s_UnitFunctions ~ table 00ad21d8
00614ef0	table	Script_GetVehicleUIIndicatorSeat	binding "GetVehicleUIIndicatorSeat" in s_UnitFunctions ~ table 00ad21d8
0061a280	string	CGTooltip::GetScriptByName	unique "OnTooltipAddMoney"
0061a4f0	annotated	ThreatStatusColor	tag in src/ui/game/GameScript.cpp
0061b040	override	StringToTooltipAnchor	
